Sample	total	multidrug	peptide	tetracycline	quinolone	aminocoumarin	MLS	beta_lactam	aminoglycoside	rifamycin	phosphonic acid	diaminopyrimidine	phenicol
S1383	0.714006427427341	0.53895291825694	0.824701550140568	0.821850245081628	0.797876425482894	0.757426594882741	0.61545738782194	0.811309043400464	0.904400036666972	0.682454368727653	0.72686551784751	0.25054581043439	0.574626026845512
S1384	0.715610987397524	0.492384355851744	0.838029951972503	0.802218805260404	0.703565202936103	0.78199640003974	0.798472089932595	0.752623098442362	0.877715279902723	0.695446599222011	0.300005436112093	0.387950441061215	0.489894726783354
S1385	0.686825892620623	0.532925890132985	0.76734543799135	0.804134839946314	0.716822133044835	0.826033775106495	0.432520557740436	0.805555987192272	0.828930368145223	0.696373718727407	0.237096142975171	0.393324192129014	0.67085906793936
S1386	0.591174691411154	0.493378500841497	0.668491324848223	0.627003102496229	0.627253546494674	0.659692223822137	0.497816209448257	0.739281084979649	0.839507930631888	0.677270870216533	0.34004910911037	0.177171130673659	0.296339202965709
S1387	0.626650109009017	0.462246581707681	0.694568295147966	0.702602083723527	0.621291892968824	0.72430063481052	0.43717442264282	0.823733259219372	0.886008231774908	0.71412598547578	0.383311219224532	0.183380246187455	0.496565393282832
S139	0.676023059929402	0.624925456325125	0.717190887162256	0.779577638400102	0.724656662764877	0.738910438589753	0.517093636800337	0.690734037650818	0.809335724334101	0.653840234569406	0.539892355521695	0.62665476074731	0.662810829552569
S1391	0.600054420534683	0.44254047864749	0.710463304404877	0.661153948896806	0.663976189114842	0.86293244013912	0.250751744614861	0.723589527983053	0.820045449434948	0.707348326014384	0.320624033353507	0.258590720684583	0.256489221293445
S1394	0.676125381673529	0.493826226432225	0.729470135040334	0.745347717743653	0.677445488406098	0.755474261001008	0.512647584973166	0.881276577199176	0.882694660180365	0.647609590793191	0.458774637374165	0.568601359688385	0.737390219321399
S1395	0.602400161685904	0.476230224978138	0.621252046846987	0.754939646500934	0.626539063936994	0.713530883010617	0.475939885648577	0.858088994873478	0.857005615471711	0.752041342749898	0.456625743576762	0	0.236795655125594
S1396	0.590849789301991	0.46822378130252	0.606389221634975	0.597014925373134	0.734613122292925	0.848943973694195	0.64100455394806	0.78995890617268	0.932065546347959	0.665926495596885	0.375280227170826	0.302481308027278	0
S1397	0.514739527528292	0.393614315927354	0.542053908512447	0.671959570267176	0.685602829288869	0.555983095155667	0.386382363993254	0.731387254022857	0.802594751193594	0.694893028489179	0.402007679711853	0.31961435047743	0.575418708278558
S1398	0.672746621997938	0.483715751504389	0.791671550763911	0.766543691536292	0.789566324220976	0.757555380047648	0.53341541718928	0.769391363498213	0.925937812238576	0.672429354354517	0.199270907170859	0.396410100395497	0.45294324452393
S1399	0.602429142881085	0.448028410404532	0.67579092564204	0.679667285697834	0.629496736310022	0.781934097458657	0.398505822336457	0.777781409637729	0.882210911956292	0.699514134063348	0.369316810328046	0.356162606687939	0.611051382570046
S14	0.666700209819061	0.600084593198112	0.704493992155473	0.745590339933826	0.707715227647154	0.748209793997191	0.518914777312723	0.749571467413791	0.873566792572472	0.699019526900082	0.527502341655631	0.671717585387829	0.723049853372434
S1400	0.540125685324997	0.510323119527741	0.503279044335262	0.517935025649809	0.486743032166188	0.651264139518864	0.481854752678495	0.842390836687669	0.560108015012214	0.839886224469281	0.527896597083715	0.298516933733691	0.598503973945155
S1402	0.625484527963386	0.482747524636895	0.671342938385732	0.730246860536399	0.701765608134977	0.70654611012015	0.4728148937033	0.80533424219461	0.879568364298614	0.660075193741001	0.326516130667275	0.4113448654498	0.559822677939395
S1403	0.654844970539702	0.488197238905293	0.772041763035681	0.751603813993514	0.715401361484502	0.776793560829503	0.377136935391652	0.708512294791895	0.92766495816903	0.69065760047868	0.374412524510567	0.387490928126971	0.570909566126503
S1404	0.503910049478421	0.333436126946098	0.596574476203037	0.584573316018554	0.519286703601108	0.649888317166803	0.49461326826166	0.776205440068837	0.727875324146473	0.726153281129081	0.163747539692954	0.508224372020408	0.341751854078974
S1405	0.726139889918343	0.526940712977107	0.865379953079843	0.841123677009837	0.91479834280669	0.833495595880416	0.56601690986556	0.755365506727021	0.921988785633063	0.674765172909304	0.599826209293665	0.683862479659315	0.72359869573897
S1406	0.627896414548318	0.468690350606986	0.693633934424254	0.75870551863085	0.742936714083437	0.655821550403277	0.407519665580916	0.773055431598717	0.953798500366985	0.676095015790196	0.295004816452538	0.246331876663167	0.440174901265415
S1407	0.666559299544656	0.509235533329515	0.786363595520426	0.775427750656453	0.669928385884464	0.76931065875885	0.354037570593204	0.718589282782025	0.905948593475859	0.695167266922103	0.416562737530349	0.278813673222526	0.579823896052501
S1408	0.720880917296596	0.554014044265767	0.830499202497709	0.797115682864521	0.770200567381514	0.748235229757162	0.541632436873054	0.852945262677836	0.806794488175398	0.711879556245414	0.359503470039323	0.31229966114113	0.261828360756469
S1409	0.640335110770868	0.4875308948271	0.73153110038089	0.819536218511573	0.713426659963649	0.771665307909237	0.355196009853715	0.759302766994792	0.890621993163218	0.675054991395129	0.272479805245103	0.301437330384963	0.535838203067933
S141	0.453828518613692	0.426267697916293	0.426469392073455	0.469587832382222	0.43576372662155	0.522638102726778	0.524893446239388	0.511234362077792	0.507024450930304	0.742147789981534	0.304531296367778	0.36995494234936	0.645260533116755
S1410	0.598910842587744	0.58513507469971	0.583771642668978	0.617071882388024	0.508830480138281	0.712158168638437	0.659115517981732	0.590526217722161	0.618206558918572	0.84972482568212	0.616276800201949	0.257979795290248	0.589943614481403
S1412	0.686308232737842	0.496741466238183	0.810420065849887	0.784394261351565	0.77829421954741	0.792412960845816	0.430407774593738	0.80402411598078	0.895198373734116	0.670979470535462	0.53902954674367	0.0714285714285714	0.36765634870499
S1413	0.643029037105908	0.445852793547741	0.758039535524012	0.755939454834214	0.706979308743724	0.746944970592718	0.50241190840959	0.785893713443071	0.86449241027339	0.653445854383495	0.456077015643803	0.0905574583677808	0.794142178256231
S1414	0.604903722334194	0.47866689503898	0.673918893633762	0.688627274391241	0.555245228458186	0.693754329103337	0.559980036951471	0.78877217859067	0.913955264798092	0.697434746983403	0.299485503719669	0.334822089928946	0.755748196810132
S1415	0.601067860710641	0.472953727937731	0.636585725235408	0.715846312135756	0.703751269287606	0.741185064329169	0.347095153670668	0.776361534179882	0.901940630540435	0.699685442184744	0.432792876169458	0.29844767969395	0.423897942242999
S1416	0.669953742167877	0.506829554615911	0.786838567793255	0.768503584599012	0.809938877410468	0.723813195840956	0.607876632913349	0.682572147801852	0.894164216304807	0.679050798548763	0.409129830570334	0.262831706899504	0.69588785046729
S1417	0.598886370638853	0.456714449955057	0.632386355090177	0.705581110612014	0.678382268278641	0.666821589817974	0.40672641238233	0.824988883154894	0.858080661960421	0.669659428456514	0.273988433919093	0.176759224039559	0.38327380500038
S1419	0.500574537132618	0.37479413924998	0.559443706775648	0.606143401951728	0.606131958526957	0.672036557980066	0.320568807118518	0.721055427165648	0.899375032107264	0.678026507360403	0.287960578786884	0.190004860127618	0.162552626939615
S142	0.649050593094788	0.601691657097284	0.652688428743426	0.668674342663285	0.556373406462509	0.732430100296505	0.608484022218742	0.662250548548685	0.727333807759846	0.74102413050055	0.846333454032389	0.309695804529526	0.578268997891361
S1420	0.540636525863982	0.546495749661339	0.566996907567773	0.477869185838217	0.441182206735474	0.678857958467825	0.512899578098558	0.646904269950007	0.635099385901681	0.711491329173456	0.481148211191048	0.211470770654387	0.576137556189858
S1421	0.393714751195696	0.301972259999436	0.463842715862001	0.463947286022394	0.50159992836845	0.383280604254294	0.290963508469226	0.812316546567514	0.795650806511797	0.66067130751283	0.175494314793597	0.374595600274938	0.293335832083958
S1422	0.590083400458225	0.471086847116746	0.621367464938408	0.674373331062618	0.627013342559873	0.694074650913777	0.448083856775127	0.713710437811507	0.82407315726496	0.703143266791662	0.395347326739769	0.348985924931508	0.541711927527
S1423	0.829449931888192	0.477774532563842	0.92060495211728	0.820074114301638	0.865597355841783	0.816420832892668	0.492936394882317	0.932261929703829	0.814119803785292	0.954581884628985	0.381298106927398	0.613864211140652	0.891004729029158
S1424	0.646192190635546	0.583300559358627	0.694842616354992	0.625371273839923	0.617670876339616	0.639498500463765	0.493583932883093	0.841983274147504	0.763574765632251	0.902195957617165	0.499738453490877	0.445132487694262	0.805449394930393
S1425	0.532626031521599	0.419148924896411	0.516844028323458	0.666745457905081	0.564169493898666	0.710773449226984	0.405310951466439	0.864164793664218	0.828778852356477	0.690497484108041	0.273272675076018	0.159269622331691	0.140605553080008
S1426	0.425945990544931	0.341004414405393	0.491332973609044	0.426078030540778	0.474888456947166	0.569798062729822	0.391498261339671	0.700322542287226	0.560620125246208	0.712858726566057	0.253781646883696	0.270103925360763	0.761020105709077
S1427	0.674977221500548	0.492852259048052	0.78301278322578	0.780111831143368	0.756084880395964	0.783592963043967	0.586193920211148	0.759462471639018	0.925436156815874	0.721048556853325	0.406972669936931	0	0.35067398396601
S1428	0.629182428669869	0.461140414235722	0.685291441214978	0.768724706653869	0.685274352493437	0.716431604925159	0.511621769374328	0.755734639861379	0.861961010509198	0.692049858895341	0.324277245905181	0.246713590115422	0.541832968407882
S1429	0.461702669100229	0.356570735134596	0.494305009158073	0.528296818485041	0.497776693493712	0.464759355555839	0.552519325350297	0.779863693491753	0.799045095381504	0.683537832310838	0.421345741562161	0.510162670452325	0.358064014916097
S143	0.618088049281004	0.57623723758214	0.602181290156108	0.646414661997342	0.536368762786304	0.719066476733366	0.520642508370782	0.710282747341599	0.657077464723963	0.776440517624348	0.761339712193699	0.234573264799275	0.58006843578886
S1430	0.588295504364595	0.396640862052241	0.619395196274889	0.564200985427382	0.512460139583175	0.636257302703238	0.873953731083667	0.844178703597063	0.795387116208751	0.739449948065704	0.244838529972821	0.654498403749189	0.64753539143783
S1434	0.626155948156596	0.490209968003821	0.683733825992018	0.727282378057314	0.668912912332701	0.72247207859646	0.436406629619008	0.731628506219631	0.887391182577176	0.691551094040892	0.348261518000926	0.210901350402705	0.567281996464252
S1435	0.674817121208469	0.509156765277985	0.776095027366283	0.717959304749383	0.720213268416019	0.739341860218	0.557016703764126	0.826525340889406	0.908915081459907	0.717238429470376	0.395076791678741	0.198689489168227	0.345877523092713
S1436	0.436308254004567	0.335436800459761	0.505117682443863	0.465020908217885	0.391237930453016	0.44179579891904	0.326949780029182	0.742901274277469	0.724706351872918	0.670763343870871	0.286281635778586	0.49044161912886	0.404576861784364
S1439	0.689033977630645	0.495353920028484	0.774681193909692	0.755801470175967	0.820713646384815	0.823140889301811	0.396974625275812	0.850964701113335	0.86617751016966	0.728704684375757	0.509847838966519	0.373898338558768	0.700466889276322
S144	0.710053494313409	0.522652281063347	0.81789604439137	0.83460502076937	0.866984378143368	0.744883527712433	0.494403801997116	0.780012284223475	0.884007992945003	0.705909223219054	0.665790856542302	0.430397155507849	0.571337118389707
S1440	0.666566943315306	0.481193578679847	0.781443725625872	0.741327527427548	0.746434110324678	0.81111929206273	0.485866337588215	0.782902110139735	0.873261604760342	0.678345370519367	0.337247598988363	0.329625748646908	0.656563554606567
S1441	0.660977252798519	0.48437878013171	0.742408495956571	0.771809652301116	0.680666384487699	0.784090185696258	0.490064622310429	0.689442610638257	0.861867728566435	0.720437174131849	0.595615898268849	0.191031640706852	0.605531338360038
S1443	0.684952182492553	0.522168100186344	0.768433255125334	0.817566336171478	0.779653612751007	0.847892576248304	0.46375116783079	0.805285968198972	0.912822880569071	0.685437029684834	0.185956538651584	0.444268090325373	0.57303515198252
S1445	0.655329581389545	0.480891113188253	0.767513841773264	0.729676674138442	0.771639804665395	0.793561576683973	0.378945639678108	0.739652785553599	0.873246429122527	0.69904459436011	0.570193463342767	0.367530968204936	0.38605580176019
S1446	0.652892517856737	0.498223243884872	0.693595920689206	0.713509754208043	0.741850661152733	0.826721389369013	0.514837654594392	0.754333920159254	0.890581618388114	0.665257154095781	0.538055259942454	1	0.094384529564894
S1448	0.696336027815408	0.505427952350683	0.812544549880775	0.818297356404261	0.820145613250672	0.796994766899008	0.393956952947203	0.740133607224738	0.871413981988673	0.690169694097283	0.755203690065506	0.512554284328638	0.753500175008751
S1449	0.654766846610477	0.467053276386766	0.611871447537651	0.67185957500014	0.735309676463742	0.456851448072045	0.35900895033587	0.972957634042447	0.927099526066351	0.709946690811549	0.43320488118176	0.359972015929394	0.337831182901605
S145	0.583488737198815	0.542336717899633	0.574745874634046	0.593847347643481	0.508641949125083	0.725854686459012	0.517536067601511	0.602066088178124	0.681615026022964	0.785427398665077	0.674947115343249	0.246902314144167	0.577744643682577
S1450	0.512723857113947	0.425150511759151	0.565104927859582	0.630812465333329	0.544769443237054	0.536522923237419	0.278156570559941	0.75664434497447	0.78545767568647	0.690712734501078	0.252149329368314	0.338255611521043	0.43543617545589
S1452	0.692897964094965	0.50206619816617	0.787780885455809	0.753263235845185	0.777088100859211	0.86752498814891	0.599153067548027	0.857633551114527	0.897350381642277	0.67341891204124	0.769548505536114	0	0.568718238283456
S1453	0.679761362004822	0.508648647923945	0.797397965458475	0.752076256724471	0.785546976452912	0.710841795831106	0.484887641410943	0.771925634535035	0.906884634500615	0.698132984130434	0.454767575558476	0	0.598273926724693
S1454	0.648772446258736	0.497951615964933	0.695125233746589	0.756263870081998	0.808874354005168	0.722428702363083	0.461993360077466	0.733822922196661	0.929951641639094	0.687455913972402	0.313688160088938	0.492888609188169	0.539261876717707
S1455	0.512384868403794	0.392213925592707	0.564694633837551	0.619935118711926	0.506177947408494	0.720825266542235	0.38436669462575	0.714141733013209	0.697732696248702	0.681337090307567	0.340173896411294	0.189112451463388	0.352892837882951
S1458	0.651462375685934	0.512861965448103	0.722990839604575	0.771677132183665	0.629654464406322	0.765716477584914	0.522417034728463	0.741168182463075	0.825575766492294	0.675783757189022	0.509127029943028	0.495744999967395	0.573453259698938
S1459	0.702891663676587	0.504889054767756	0.825225369056272	0.815256304159998	0.777562636310442	0.793784031844282	0.455816645445075	0.782261290423247	0.889348743601798	0.708068586021342	0.687782204515272	0	0.581760914151773
S146	0.632835601864895	0.578851251801793	0.644226046320751	0.669027328777255	0.559332212155042	0.724916380736748	0.568314389066307	0.661223189787379	0.736920494605173	0.76279474212065	0.740930687442592	0.340947719260374	0.54407055367481
S1462	0.755879966758123	0.555459250768238	0.933807240762379	0.888210351994411	0.96868416836337	0.848199333525044	0.538427168121822	0.749327477960409	0.922967304500238	0.66853589474051	0.730358655746964	0.427397385710688	0.658535526087208
S1466	0.649780504369936	0.499043360944543	0.708885437528099	0.747022254818187	0.685312675541157	0.710484916075812	0.507475079193045	0.771106845417079	0.911055992500738	0.702174149643411	0.236495592824556	0.431915668889159	0.612946130101424
S1469	0.688297757714682	0.529138814033916	0.771205140613118	0.76778044832858	0.730718418551037	0.806585524113699	0.445346880163056	0.822505683575134	0.874020215166798	0.682150401427939	0.774332609528675	0.5843203158344	0.679005059021922
S147	0.607292038083333	0.564869870616182	0.595090623031338	0.619469060422501	0.527511423498315	0.738339941617999	0.569674780042217	0.625262701637396	0.685890960823994	0.786304913585691	0.749061606661971	0.140856570941594	0.590395726770131
S1470	0.687273119329303	0.522997670911603	0.773849812278612	0.815290175808894	0.752845532122683	0.808288310488218	0.6313602233434	0.750639417587769	0.879461348296542	0.681469588945936	0.576041792543154	0.359545462047566	0.487587214019147
S1472	0.697455189654961	0.516143968464267	0.805247964843348	0.805203733200472	0.803709202520143	0.821979972666646	0.643713533652532	0.759060043994389	0.889201654654289	0.676016474974698	0.44679637705468	0.424334340855931	0.42191110133128
S1474	0.685700826204849	0.493469643769979	0.810325244304512	0.780640804091315	0.770586987035101	0.822275781091365	0.366123503530134	0.784966155262732	0.855349978952067	0.694810456519205	0.514568065733955	0	0.529111078117378
S1475	0.413269498224269	0.420220136450506	0.299460538800869	0.605849216922448	0.583668821893998	0.630676952378343	0.468342267174656	0.653823655398901	0.844501677198889	0.647267675893503	0.628882582635986	0.273523125081988	0.654050986105463
S1476	0.692833628859305	0.519967734154678	0.778245597340629	0.80308553221105	0.745840183697802	0.800861257232842	0.459927493503786	0.793996426234163	0.90998483604012	0.698895968037447	0.443741038182302	0.346465424303096	0.611621084061285
S1477	0.715392920475421	0.534241131269408	0.810809954125268	0.796755603151804	0.797144406102648	0.846393898917237	0.461601149369778	0.831726145675784	0.884752494166401	0.69395976839742	0.499681556207295	0.454393201973766	0.518839224449397
S148	0.697164801036582	0.510379054846201	0.795484826825257	0.812001346175984	0.819615891789849	0.756152429126575	0.466893809682498	0.800605671752746	0.874254494693013	0.669058540415652	0.365432005156007	0.61502595732908	0.728835909066934
S1484	0.666470773341529	0.515624062277303	0.758210486412835	0.761541235333161	0.723625536317781	0.812574019493237	0.397641624945581	0.78960068474545	0.82442201237382	0.688361322240107	0.428035761942888	0.477807696962362	0.764829645717388
S1487	0.323616238538305	0.221303220233828	0.360384942241371	0.682118179143827	0.139126819126819	0.690516729360523	0.467329056118498	0.908431999279701	0.773135954954137	0.760544824801853	0.165115572460669	0.189084684170615	0.167014311373776
S149	0.689041356452592	0.530119932476452	0.77878068393662	0.823534838002344	0.758925342993785	0.765037779789888	0.494937304214328	0.799978679824261	0.925663215620187	0.665875413315916	0.277825342465753	0.30029054020781	0.237630489838779
S1491	0.688008523436077	0.504354091178775	0.851179992955266	0.802759857774201	0.652579009869731	0.778300075055763	0.363338179804064	0.644485655777754	0.934057284220334	0.728774976984611	0.811729158082681	0	0.211965141184742
S1492	0.678940428286182	0.544107399125137	0.749863375419621	0.787296781570499	0.707341903835121	0.767659372289615	0.553626119461243	0.729182930533984	0.819743080336142	0.694995240519446	0.560512244236121	0.204768604442316	0.505889547593295
S1493	0.713184743398929	0.543485063111545	0.818638555157253	0.801219824535711	0.797504304629208	0.837553186809043	0.596794640927753	0.773148878142094	0.911638602558659	0.707505532061863	0.770256552233296	0.399879294736388	0.442796497462469
S1494	0.626086252794697	0.475920796792979	0.716582620454224	0.762157434768009	0.742133422404872	0.718604764164156	0.487661256480717	0.703726072566247	0.857380067668623	0.671108807918452	0.27493639368832	0.149884524876329	0.527684970287434
S1495	0.628188872500069	0.472315387714206	0.717153945328841	0.718636950145283	0.73281825353537	0.708449289786929	0.276571847880617	0.751956489003298	0.871952401255863	0.689137110153356	0.281020783481144	0.507137835111424	0.539224584233469
S1499	0.520363833099608	0.407518160450629	0.539406267049363	0.642530611802219	0.677383531511095	0.491367930901872	0.378060941828255	0.688798549345365	0.807421147799443	0.661951280235579	0.298951980964021	0.469210005700298	0.49343504731167
S15	0.625416546613204	0.564894346440642	0.625713978135614	0.64063936001229	0.557316399201087	0.727999944664824	0.612468435881747	0.603658874003237	0.725922899334376	0.799056792076641	0.903423164621366	0.137290496415034	0.552278710205492
S150	0.637052026734685	0.443536538772102	0.688707844744844	0.770039043466705	0.755407965060866	0.621684444566945	0.585047777583622	0.89703072553576	0.731782737294972	0.732373426508701	0.333258741258741	0.227183587268065	0
S1501	0.651945455426333	0.497279228965564	0.700112625424581	0.761887939620715	0.719613849695745	0.74413260236474	0.573593526398513	0.795273038902203	0.871323012732627	0.688951874937678	0.445485562539917	0.288600385291901	0.476144661772771
S1502	0.673466506128103	0.503189858333475	0.805438940603186	0.78002701353787	0.830596474958821	0.783933791310303	0.435879869273085	0.686972977485876	0.868074604754561	0.671810799594725	0.66531774066326	0.258739645993888	0.355312684232008
S1506	0.692166158910456	0.502319985903883	0.844216315974794	0.786939753682072	0.826490247540643	0.790952091224902	0.642610391205552	0.732347327298638	0.918302962711165	0.698068905484033	0.683666321069297	0.0956027268908921	0.542695159180113
S1507	0.600023264437974	0.584872825773268	0.596682807029408	0.588655310015317	0.51621501024397	0.704941884394396	0.676492975829304	0.591151911350925	0.669659128363009	0.703513079906451	0.584181947906339	0.202742115628244	0.642861434959086
S1508	0.713289947537511	0.529062217172034	0.840358762688412	0.816421324530267	0.810713815500746	0.823905748718931	0.576553224271537	0.765446251179084	0.883146411044264	0.668579651383412	0.68456065696874	0.197202650120938	0.515475313190862
S1509	0.693882879703336	0.520507890802393	0.794862705208252	0.79980557437546	0.743440640986592	0.772606520079638	0.724404909402608	0.756961426974021	0.86087652878512	0.673859495921666	0.583669627864146	0.351044776119403	0.548500712851252
S151	0.716697831914728	0.52564216491818	0.839211901813367	0.82736618865308	0.796110375523166	0.804021098379041	0.420831321273355	0.815765992526123	0.910179950755164	0.701139057061206	0.544327130290996	0.335416112735974	0.688494119080992
S1510	0.628853841712161	0.45281071076928	0.744633482848239	0.737566650508968	0.74269383411138	0.736886475846268	0.415147891483813	0.791938092055929	0.775130383320798	0.671575674755777	0.43647851008971	0.324055620461366	0.408715755229905
S1511	0.652372277984613	0.494037769695211	0.733303288018623	0.741011900532117	0.690522053275676	0.733343020134974	0.481005338216594	0.788619861080109	0.875713818782152	0.689550813047575	0.529063125474104	0.344417903814907	0.618720338102331
S1512	0.710901908637635	0.541368311194142	0.825362535173515	0.807958168743198	0.767959868212335	0.806060361655284	0.469669465244687	0.799454621160372	0.921153342765597	0.671112654808118	0.386409957781336	0.294223618597412	0.65662683735064
S1515	0.6254355256579	0.479266788712869	0.703659889046707	0.696332985089271	0.649304157460386	0.783509593432153	0.477205560303954	0.806789620937784	0.840376940332796	0.676425612566497	0.368704920238436	0.256565244314344	0.577703742356735
S152	0.726283238811329	0.54252236506529	0.854323715021993	0.829613244471442	0.790322067268999	0.880632138531177	0.563617060699995	0.778592119399765	0.872649531120937	0.697060991765663	0.250409978057512	0.458706147409076	0.504321732607065
S1520	0.70511246713147	0.546859712100255	0.813200213902329	0.795827779517964	0.761585325930659	0.782832572333395	0.555336915874214	0.742244661867538	0.882385721522934	0.692995372823408	0.757602942495739	0.044073431627638	0.507220230232119
S1524	0.705079281028516	0.536936725349004	0.830733991682063	0.81067827313451	0.806975044266937	0.780581736995625	0.636486214867174	0.745181471857687	0.876013628985293	0.678725224179716	0.669871970385622	0.129386965686594	0.541959221974368
S1525	0.658598460155229	0.510306137792329	0.761014264057858	0.760263066380437	0.734604582326593	0.753945087231853	0.444025048085962	0.683417138593297	0.881330639068282	0.693579585923888	0.431898071062036	0.355598676957001	0.656124767458106
S1526	0.642840803509993	0.503787793142824	0.739267289679153	0.715959759803264	0.619567533020878	0.802361864868498	0.584930987401703	0.805041668535269	0.86653432108593	0.665159144624423	0.380265688414972	0.305916658359087	0.70784608232307
S1528	0.68845681074894	0.529228477359509	0.818497893647071	0.775344593104462	0.774075670819544	0.761862721319428	0.543476241965121	0.754784925351266	0.949365698350399	0.655029749490621	0.343831990526829	0.125870992315103	0.522402255511396
S1529	0.728145834462028	0.553343997502569	0.869330756314177	0.838428016627063	0.807357037911717	0.772988014108778	0.656085383912027	0.786295766005318	0.902396618386808	0.675963039534197	0.712052860630506	0.39030612244898	0.523494628293225
S153	0.724393048524224	0.56249344749714	0.839531029800401	0.857940888549261	0.861472076543058	0.810225009601552	0.53676388747076	0.756496792169202	0.914939614667623	0.672979768288335	0.534823811478166	0.649673795943367	0.609676005309814
S1530	0.689995364124242	0.533804176797137	0.804517575278072	0.834145465234005	0.701923049202037	0.832362349771965	0.531358072351172	0.729969864724663	0.870075674105533	0.654510775630129	0.386277098035234	0.71309033021756	0.453377301658945
S1531	0.742116143299291	0.568395260590201	0.87564837887778	0.85292517999104	0.847781231759132	0.828137704797507	0.588868426144222	0.781846473316515	0.891712998510597	0.697317618072633	0.844045329951315	0.418905323834901	0.487658325764305
S1533	0.696996694199227	0.538039909034127	0.795189961390334	0.811728535842639	0.742195504774987	0.800932093030198	0.512480358934555	0.766137736475959	0.859013073792375	0.679482245093669	0.632113821138211	0.447542262678804	0.55765639589169
S1534	0.704412075590044	0.517741257153207	0.83333216090765	0.799414809778764	0.785341388589318	0.778449069144127	0.460842272825113	0.838414043979195	0.884186430199687	0.668144649831295	0.378845207333579	0.0659254968362891	0.475397225390594
S1536	0.687524795057099	0.52456981609487	0.769582883940457	0.813950472308577	0.751495301906198	0.795773518325447	0.41983212936865	0.824396539911685	0.873993713005554	0.695126119303998	0.3784064516882	0.370213873758411	0.273615343251479
S154	0.562025400692736	0.436413757502544	0.614356655013267	0.623646410599401	0.608258296887059	0.593363149908154	0.475391654798339	0.795930310220023	0.708706118512362	0.703092114254476	0.354632762195787	0.357526188746455	0
S1540	0.48041586365816	0.376317012456427	0.55161670209814	0.58256671881202	0.536439834987124	0.706464178649003	0.530919009584236	0.705715699908077	0.767112109117623	0.645962924565561	0.17314471487567	0.103038273659348	0.0670654681741781
S1541	0.694498520075794	0.53261342444662	0.808009604197159	0.828629311538994	0.873358122392751	0.708942816858716	0.656484255651741	0.698537900865578	0.877921376348812	0.693362398014906	0.264253925602486	0.204990263705073	0.449019988356297
S1543	0.684675753353396	0.52507104246335	0.817850207927304	0.776696783990978	0.741458512031879	0.766571057117853	0.43051023929006	0.767660780430405	0.847930056096067	0.678743574754384	0.594953570425985	0.257354940453532	0.520460139015353
S1544	0.523686120000331	0.440373488199068	0.592239097798071	0.619935955746557	0.576896291252468	0.547711156333127	0.327641186632843	0.713240616207424	0.828700670722196	0.686024677125502	0.26680605427026	0.249598261774891	0.241768555946288
S1545	0.665297324665815	0.515379877092058	0.748344047388797	0.765163677930115	0.66515386878831	0.822281574688361	0.471583520602994	0.752468776412555	0.868051917697554	0.682661594265914	0.424321678893914	0.471084823228929	0.578523865610897
S1546	0.698755610035988	0.518699987574897	0.820963909300626	0.813348126306097	0.806153275088821	0.810067887358945	0.487664466692927	0.737251745992275	0.877080930459551	0.681461713036126	0.357252098893068	0.365984818519146	0.624773955154942
S1547	0.723657677431119	0.537595687808542	0.870306208446484	0.839232143653687	0.842214866345757	0.818765810506491	0.504307363491001	0.757299430836986	0.914473253104489	0.661075217276133	0.490095095095095	0.0287337907117008	0.541393620700357
S1550	0.652480230217335	0.5173148753566	0.714425183224863	0.760131997479499	0.738973707008089	0.771600320092429	0.488456860523713	0.802780953910182	0.875987671850726	0.666479651288248	0.40931152255977	0.384555469904285	0.630677633194206
S1552	0.65062153438929	0.496506730436956	0.776037738899558	0.659196042202067	0.667577546855282	0.774178475535071	0.468410363989377	0.801797025612779	0.899182029453446	0.682175618306356	0.394437469821342	0.311968838526912	0.261197344717815
S1553	0.398338537019629	0.231889069971153	0.445121288267105	0.539081289265535	0.43559429803004	0.283771316700818	0.359327918979851	0.675599780443277	0.299694817770996	0.665180214804374	0.328464760974056	0.541882874602758	0.489058550162143
S1557	0.617759254078497	0.474675767110701	0.69835134433673	0.705581101807517	0.728227653945184	0.636345523930758	0.376816096271097	0.735650827288288	0.909615505993602	0.688376137879634	0.262872452626475	0.221700995311813	0.498761979138289
S156	0.641208866491795	0.542217315858053	0.695091435055103	0.700021482127923	0.728696531830504	0.773861995941943	0.532891349522832	0.747499915301467	0.783898045391713	0.680018840116002	0.484425133315353	0.633507115231177	0.651070306547206
S1560	0.705070037345696	0.521789747595639	0.834370273737931	0.841344755476767	0.758550447825354	0.736175248704004	0.547871996750999	0.790291929081908	0.897790545463656	0.672466261129225	0.763337526551319	0	0.305231439928196
S1562	0.76966518267958	0.562771385643969	0.938922313316578	0.899473652147909	0.948822953949898	0.860269188207399	0.536815993573607	0.795162611938029	0.91711779629577	0.699248518012611	0.347888902317099	0.593032521539917	0.639058664347154
S1563	0.481147360188971	0.458230423610693	0.429436687169486	0.606715726103738	0.428154945981926	0.735583678007073	0.419171768675237	0.56024548306266	0.660942484398261	0.828696079899057	0.723935226674501	0.412098615938665	0.621725530443319
S1566	0.712603318272519	0.542607461512292	0.838392067973846	0.816044884650123	0.792487283161602	0.761162953088301	0.426355043936147	0.791336576593194	0.88174118731896	0.69186770686859	0.534090909090909	0.351428401734276	0.631121304534113
